7,17
4,9
3,13
5,10
5,19
8,18
9,17
1,15
13,17
6,11
7,10
7,19
18,19
3,6
8,11
9,10
2,4
9,19
1,8
13,19
3,8
3,17
1,19
12,13
4,18
10,15
1,12
13,14
16,19
4,11
5,18
1,5
10,17
13,16
1,14
2,13
12,17
4,13
1,7
10,19
1,16
11,18
0,18
2,15
13,18
6,15
4,6
12,19
5,13
4,15
17,18
8,15
10,12
1,9
2,8
2,17
5,6
3,18
4,17
8,17
10,14
1,11
0,13
2,19
6,10
6,19
7,18
4,10
4,19
8,10
1,4
0,6
2,3
10,16
1,13
9,18
2,12
3,4
4,12
8,12
1,6
0,8
2,5
10,18
0,17
2,14
4,5
4,14
0,1
8,14
10,11
9,13
0,10
2,7
11,19
0,19
6,7
15,19
16,18
4,7
4,16
5,17
17,19
10,13
2,9
2,18
13,15
6,9
7,8
