6,18
4,9
5,10
8,9
5,19
8,18
0,14
13,17
1,15
7,10
18,19
3,6
14,15
5,12
8,11
9,10
2,4
9,19
1,8
6,13
3,8
14,17
9,12
0,9
1,19
15,18
16,17
7,14
3,10
5,7
3,19
5,16
0,2
9,14
1,3
13,14
1,12
16,19
7,16
5,9
4,11
5,18
1,5
10,17
13,16
2,13
7,9
12,17
3,14
10,19
11,18
2,15
7,11
4,6
12,19
3,16
5,13
4,15
17,18
8,15
10,12
1,9
2,17
6,17
4,8
14,18
3,18
4,17
1,2
0,4
8,17
10,14
11,13
2,19
4,10
4,19
8,10
1,4
10,16
1,13
6,12
3,4
12,16
4,12
8,12
1,6
0,8
2,5
10,18
11,17
0,17
2,14
0,1
5,15
8,14
0,10
2,7
0,19
6,7
6,16
4,16
5,8
8,16
10,13
9,15
2,9
2,18
6,9
7,8
